sentence1	sentence2	label	genre
no and i i still really do n't do that much as you say play games on it	I do n't do a whole lot of playing games on it .	entailment	telephone
right have you ever been to Canada	You have n't been to Canada ?	contradiction	telephone
He stood , undressed , and slept in his bed until the following dawn .	He got undressed and went to sleep until the next morning .	entailment	fiction
With regard to reagents and other consumables , clearly there is ample supply of limestone for additional FGD systems , especially in light of conservatively high assumptions that were used to make these estimates .	There is plenty of limestone for FGD systems even though we are going to needing a lot of it .	neutral	government
evidence is consistent , no further examination is needed .	Due to inconsistent evidence , there must be additional examination .	contradiction	government
well that 's good yeah Silence of the Lambs kept me on the edge of my seat	I really enjoyed Silence of the Lambs .	entailment	telephone
It might just make the argument a bit less diffuse and hypothetical .	This could make the argument seem more concrete .	entailment	slate
Sir Thomas Modyford , the Governor of Jamaica , offered a deal to pirate ships already well established in the if the pirates protected British assets , then they were free to harass enemy shipping with impunity .	Pirates were a great threat to Jamaica , forcing Sir Thomas Modyford to befriend them .	neutral	travel
When he finished , no one spoke .	No one said anything when he was done .	entailment	fiction
FDA estimates that the total burden hours annually will be 120,578 with 51,336 hours being a one-time burden .	The FDA says there will be 578 hours spent on this annually .	contradiction	government
we we did n't have too good luck with it because the uh we had a couple of good real good wind storms and it really damaged the corn so we did n't get too much	We got the amount of corn that was needed .	neutral	telephone
Second , we are coming ever closer to a worldwide middle class , the class from which athletes typically are drawn .	We are getting closer to everyone being very poor .	contradiction	slate
Still , I should have characterized your question more carefully .	In any case , I should have handled your inquiry with more care .	entailment	slate
Slim said , `` What for , Red ? They 've got plenty of meat .	Slim asked Red what they needed it for .	entailment	fiction
An audit can not guarantee precision in an environment where estimates are made .	An audit ca n't guarantee precision in an environment where estimates are made	entailment	government
they do n't even have social skills oh i do n't know i really do n't know i i think that if somebody asked me i would hesitantly say yes that i could could hand down a death sentence	i think it 's plausible i might hand down a death sentence to these people	entailment	telephone
16 For more information on these efforts , see Human Taking Steps to Meet Current and Emerging Human Capital Challenges , GAO-01-965T ( Washington , D.C. : July 17 , 2001 ) .	There is no one to help .	contradiction	government
But Breines is avowedly anti-Israel , and he sees any expression of Jewish self-defense as a sign of nationalism gone awry .	Breines is sometimes anti-Isreal and he sees any expression of Jewish self-defense as a sign of nationalism gone wrong .	neutral	slate
